timestamp_utc,interface_id,interface_description,facility,direction,peak_mbps,avg_mbps,p95_mbps,p50_mbps,min_mbps,packets_per_second,bytes_transferred_gb,errors,drops,crc_errors,protocol_http_pct,protocol_sql_pct,protocol_storage_pct,protocol_ssh_pct,protocol_dns_pct,protocol_other_pct,utilization_pct,qos_class
2024-12-02 14:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,8860.86,5994.52,7666.6,4801.09,2222.12,781754,2.698,33,3,5,37.9,34.8,20.1,2.9,2.3,2.0,88.6,Business-Critical
2024-12-02 15:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,9500.0,5150.84,8241.5,4758.48,2110.15,876552,2.318,35,22,1,33.4,31.6,16.4,2.3,2.1,14.2,95.0,Bulk-Transfer
2024-12-02 16:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,inbound,3938.22,2164.4,3458.92,2153.78,995.82,348549,0.974,0,6,3,36.5,34.2,24.3,1.6,2.9,0.5,39.4,Standard
2024-12-02 18:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,inbound,2151.12,1301.3,1903.49,1240.09,689.42,261480,0.586,12,6,1,32.1,29.0,19.0,2.9,1.6,15.4,21.5,Bulk-Transfer
2024-12-02 23:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,inbound,1464.95,913.01,1331.18,902.73,395.12,196173,0.411,8,0,0,30.1,26.0,22.7,2.7,1.8,16.7,14.6,Real-Time
2024-12-03 00:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,inbound,815.07,517.26,728.31,506.94,276.42,92320,0.233,4,0,0,32.6,26.9,19.5,2.8,2.7,15.5,8.2,Standard
2024-12-03 01:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,1274.61,768.12,1193.52,722.54,406.14,149982,0.346,1,4,0,38.4,32.2,19.5,1.5,2.9,5.5,12.7,Bulk-Transfer
2024-12-03 02:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,outbound,1066.73,728.85,961.43,700.92,267.01,158525,0.328,5,0,1,32.4,30.6,21.1,1.0,3.0,11.9,10.7,Bulk-Transfer
2024-12-03 02:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,947.01,553.62,880.49,487.95,186.3,110118,0.249,3,2,0,38.3,23.4,17.8,2.7,1.9,15.9,9.5,Real-Time
2024-12-03 04:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,inbound,740.76,512.56,646.99,426.15,170.8,87077,0.231,3,2,0,30.8,33.6,17.1,4.5,1.6,12.4,7.4,Bulk-Transfer
2024-12-03 08:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,4969.7,3037.27,4463.74,2518.42,1517.43,676328,1.367,2,19,2,29.6,34.9,16.2,5.0,2.4,11.9,49.7,Bulk-Transfer
2024-12-03 09:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,9500.0,6198.97,7845.25,5004.72,2123.15,1329296,2.79,27,8,9,33.3,28.9,17.8,3.9,1.8,14.3,95.0,Standard
2024-12-03 09:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,inbound,5997.12,3897.85,5044.96,3473.81,2274.09,763773,1.754,9,17,3,26.1,31.0,25.0,3.8,1.4,12.7,60.0,Standard
2024-12-03 09:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,outbound,9500.0,6170.77,8421.61,5139.07,3372.14,970379,2.777,27,12,0,39.5,23.7,17.7,3.1,2.4,13.6,95.0,Bulk-Transfer
2024-12-03 10:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,inbound,5549.12,3837.69,5233.76,3382.16,1511.36,478943,1.727,2,1,1,39.2,22.5,15.6,4.0,2.1,16.6,55.5,Bulk-Transfer
2024-12-03 10:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,9500.0,5637.4,7954.65,4908.25,1777.31,1089512,2.537,10,23,1,30.1,30.2,23.3,4.4,2.7,9.3,95.0,Standard
2024-12-03 11:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,outbound,9500.0,6074.46,7799.92,5442.96,2336.65,814938,2.734,27,7,2,35.9,22.8,17.8,1.5,1.5,20.5,95.0,Business-Critical
2024-12-03 11:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,8408.22,4883.98,7189.04,4181.23,1979.51,918725,2.198,20,1,2,25.6,20.8,22.4,1.8,1.9,27.5,84.1,Real-Time
2024-12-03 11:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,9500.0,5419.3,8396.74,4697.75,1807.11,1204850,2.439,43,35,12,37.9,25.0,22.4,2.4,2.6,9.7,95.0,Standard
2024-12-03 11:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,9500.0,5695.24,8635.6,5547.45,3368.51,870069,2.563,32,12,8,36.7,26.0,17.7,1.7,1.3,16.6,95.0,Business-Critical
2024-12-03 12:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,outbound,9500.0,5467.74,7954.22,5329.28,1724.83,1411715,2.46,26,34,1,25.0,25.2,21.1,2.5,1.2,25.0,95.0,Standard
2024-12-03 12:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,outbound,9500.0,6247.42,8957.89,5319.48,3047.92,1161887,2.811,13,28,3,29.9,23.1,21.3,4.4,1.8,19.5,95.0,Bulk-Transfer
2024-12-03 12:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,9500.0,6246.0,8021.99,5176.09,2672.78,1062591,2.811,41,25,1,35.9,22.1,22.5,1.0,1.2,17.3,95.0,Bulk-Transfer
2024-12-03 12:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,outbound,9500.0,5101.43,7961.95,4856.23,2896.17,1302284,2.296,39,21,7,27.3,20.8,21.9,3.5,1.2,25.3,95.0,Real-Time
2024-12-03 13:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,outbound,9500.0,6798.29,8750.56,5637.95,2340.88,1057052,3.059,50,30,1,26.7,26.4,22.3,1.6,1.6,21.4,95.0,Business-Critical
2024-12-03 13:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,9500.0,6689.72,7863.58,5819.18,3710.29,1336403,3.01,17,18,7,27.2,32.8,24.7,4.7,1.5,9.1,95.0,Business-Critical
2024-12-03 13:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,9500.0,5201.82,8978.13,4893.84,2149.59,777520,2.341,27,11,0,35.5,29.9,15.7,4.3,2.7,11.9,95.0,Real-Time
2024-12-03 13:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,inbound,5669.8,3108.5,4829.85,2494.55,1707.56,618884,1.399,24,5,3,36.2,31.2,22.0,2.2,1.8,6.6,56.7,Standard
2024-12-03 13:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,9500.0,5830.03,8176.79,5412.47,3195.88,869608,2.624,23,20,6,27.9,21.6,15.8,3.4,2.7,28.6,95.0,Real-Time
2024-12-03 14:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,inbound,6904.24,4285.57,6112.21,4092.77,1316.12,937076,1.929,30,18,0,29.4,22.3,19.6,4.5,1.2,23.0,69.0,Business-Critical
2024-12-03 14:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,outbound,9500.0,6474.2,8597.96,6174.87,2255.06,1400838,2.913,66,38,10,32.8,31.5,19.5,1.5,1.6,13.1,95.0,Bulk-Transfer
2024-12-03 14:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,9500.0,5804.13,7999.6,4986.46,1859.93,1143380,2.612,22,5,1,27.7,31.6,17.6,2.9,1.5,18.7,95.0,Bulk-Transfer
2024-12-03 15:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,outbound,9227.83,4990.06,8346.12,4607.08,2112.71,1058877,2.246,48,6,10,31.7,28.7,15.3,2.2,1.8,20.3,92.3,Business-Critical
2024-12-03 16:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,outbound,4258.37,2770.09,3614.62,2323.45,1529.47,557172,1.247,25,12,2,34.9,24.1,24.3,3.5,2.3,10.9,42.6,Real-Time
2024-12-03 16:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,2889.38,2038.29,2415.38,1688.45,771.69,267683,0.917,1,7,1,38.7,23.1,16.0,4.2,1.8,16.2,28.9,Bulk-Transfer
2024-12-03 18:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,outbound,3147.86,1890.41,2824.35,1712.55,847.07,347365,0.851,1,10,1,39.4,23.3,15.5,1.1,1.5,19.2,31.5,Real-Time
2024-12-03 18:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,outbound,3482.33,2500.6,3233.68,2263.18,875.69,314318,1.125,3,1,2,37.1,25.0,19.9,2.4,2.1,13.5,34.8,Bulk-Transfer
2024-12-03 19:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,2102.09,1360.91,1839.19,1351.9,448.34,206610,0.612,4,4,1,27.6,26.5,23.8,4.2,1.3,16.6,21.0,Business-Critical
2024-12-03 19:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,inbound,1892.6,1243.5,1639.9,1082.89,547.1,278781,0.56,7,0,2,25.4,31.5,15.9,1.6,2.8,22.8,18.9,Business-Critical
2024-12-03 20:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,inbound,1164.49,628.83,1044.01,549.26,240.56,124609,0.283,6,0,1,31.3,26.4,15.3,2.8,2.1,22.1,11.6,Real-Time
2024-12-03 20:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,1977.8,1253.25,1844.07,1088.0,632.53,290820,0.564,11,8,1,27.9,23.1,23.3,3.0,1.7,21.0,19.8,Business-Critical
2024-12-03 21:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,outbound,1504.33,887.45,1361.69,753.31,344.09,184173,0.399,7,5,0,34.8,21.1,24.4,1.8,2.4,15.5,15.0,Standard
2024-12-03 22:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,outbound,1609.31,896.2,1409.82,726.33,350.9,189751,0.403,5,0,1,38.8,33.6,23.1,3.4,2.5,0,16.1,Standard
2024-12-03 22:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,1481.75,781.48,1284.13,724.86,364.94,160921,0.352,1,2,1,39.3,26.6,17.6,4.1,1.5,10.9,14.8,Bulk-Transfer
2024-12-04 00:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,inbound,922.76,569.11,853.2,510.97,241.08,88991,0.256,2,1,0,38.3,31.7,15.6,4.1,1.5,8.8,9.2,Standard
2024-12-04 00:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,1208.06,715.68,1021.77,595.01,329.72,169346,0.322,3,2,0,38.7,25.0,17.2,3.9,2.9,12.3,12.1,Real-Time
2024-12-04 01:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,inbound,747.55,479.28,643.33,414.46,217.45,61030,0.216,2,1,0,26.5,34.5,20.8,2.5,1.9,13.8,7.5,Business-Critical
2024-12-04 02:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,inbound,800.55,514.42,730.68,484.13,181.63,111729,0.231,0,3,0,25.8,29.6,15.6,1.4,2.1,25.5,8.0,Business-Critical
2024-12-04 02:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,1267.01,845.71,1093.74,790.23,481.97,180981,0.381,2,4,1,32.7,34.1,19.0,4.4,2.3,7.5,12.7,Real-Time
2024-12-04 03:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,inbound,747.15,502.27,626.99,428.6,176.69,62099,0.226,1,1,0,34.5,32.6,24.4,2.2,2.1,4.2,7.5,Real-Time
2024-12-04 04:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,inbound,907.78,500.03,809.92,477.59,150.75,82746,0.225,0,1,1,35.5,33.7,21.7,4.3,2.4,2.4,9.1,Real-Time
2024-12-04 04:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,887.13,533.07,820.51,443.61,180.51,102453,0.24,5,3,0,32.3,34.4,19.0,4.1,1.6,8.6,8.9,Standard
2024-12-04 05:00:00,WAN-NWK-02,WAN Secondary - Facility A - Lumen MPLS,Newark,outbound,1217.91,749.16,1086.98,650.71,296.59,167564,0.337,2,3,1,28.2,30.5,21.7,2.0,1.1,16.5,12.2,Real-Time
2024-12-04 05:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,1163.45,782.99,1067.68,670.85,409.67,173677,0.352,6,4,0,30.7,34.2,16.2,2.6,1.4,14.9,11.6,Real-Time
2024-12-04 07:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,3878.18,2103.11,3561.56,1759.12,635.05,552779,0.946,16,15,3,27.4,21.0,19.3,2.2,2.9,27.2,38.8,Bulk-Transfer
2024-12-04 09:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,outbound,9500.0,4970.68,8259.34,4394.09,2925.1,826543,2.237,23,9,1,31.5,32.7,18.0,5.0,1.2,11.6,95.0,Bulk-Transfer
2024-12-04 09:00:00,IX-NWK-STM-01,Inter-Facility Dark Fiber Newark-Stamford,Inter-DC,outbound,9500.0,6448.97,8999.72,5177.65,3162.51,1315527,2.902,30,10,6,29.8,28.6,19.8,2.4,2.3,17.1,95.0,Bulk-Transfer
2024-12-04 10:00:00,WAN-NWK-01,WAN Primary - Facility A - AT&T MPLS,Newark,outbound,9500.0,5439.44,8755.71,4815.55,1673.3,1121306,2.448,6,14,7,37.5,21.8,22.1,1.5,1.7,15.4,95.0,Bulk-Transfer
2024-12-04 10:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,inbound,8323.09,5917.93,7283.72,4973.66,1862.22,1230487,2.663,25,18,6,38.5,34.6,23.9,2.9,1.3,0,83.2,Standard
2024-12-04 10:00:00,WAN-STM-01,WAN Primary - Facility B - AT&T MPLS,Stamford,outbound,9500.0,5417.53,8476.36,4671.65,3125.46,1167722,2.438,4,3,6,27.1,27.2,16.6,4.9,3.0,21.2,95.0,Business-Critical
2024-12-04 10:00:00,WAN-STM-02,WAN Secondary - Facility B - Lumen MPLS,Stamford,outbound,7853.42,4516.45,6774.13,4188.34,2060.34,916469,2.032,40,19,7,28.5,26.6,23.2,3.2,2.2,16.3,78.5,Business-Critical
