timestamp,sensor_id,sensor_type,location,rack_id,facility,reading_value,unit,threshold_low,threshold_high,alert_status,calibration_date,sensor_firmware
2025-02-02 05:00:00,TEMP-NWK-G-COLD,Temperature,Row G Cold Aisle,NWK-R61,Newark,20.5,°C,18.0,27.0,OK,2024-10-16,v2.2.1
2025-02-02 06:00:00,TEMP-NWK-C-HOT,Temperature,Row C Hot Aisle,NWK-R25,Newark,35.2,°C,25.0,45.0,OK,2024-07-09,v2.2.1
2025-02-02 06:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,37.0,°C,25.0,45.0,OK,2024-10-26,v2.1.4
2025-02-02 06:00:00,CRAC-NWK-2-RET,CRAC Return Temp,CRAC-N2 Return,,Newark,33.1,°C,20.0,35.0,OK,2024-07-27,v2.2.1
2025-02-02 06:00:00,LEAK-NWK-02,Water Leak,Zone 2 Under-floor,,Newark,0,boolean,0,1,OK,2024-07-23,v2.2.0
2025-02-02 06:00:00,TEMP-STM-D-COLD,Temperature,Row D Cold Aisle,STM-R31,Stamford,22.1,°C,18.0,27.0,OK,2024-12-11,v2.1.4
2025-02-02 06:00:00,CRAC-NWK-6-RET,CRAC Return Temp,CRAC-N6 Return,,Newark,30.6,°C,20.0,35.0,OK,2024-11-10,v2.2.1
2025-02-02 06:00:00,TEMP-STM-C-COLD,Temperature,Row C Cold Aisle,STM-R21,Stamford,22.0,°C,18.0,27.0,OK,2024-10-22,v2.2.1
2025-02-02 07:00:00,TEMP-NWK-C-HOT,Temperature,Row C Hot Aisle,NWK-R25,Newark,35.2,°C,25.0,45.0,OK,2024-08-17,v2.1.4
2025-02-02 07:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,37.5,°C,25.0,45.0,OK,2024-07-13,v2.2.1
2025-02-02 07:00:00,LEAK-STM-03,Water Leak,Zone 3 Under-floor,,Stamford,0,boolean,0,1,OK,2024-06-06,v2.1.6
2025-02-02 07:00:00,CRAC-NWK-3-RET,CRAC Return Temp,CRAC-N3 Return,,Newark,28.1,°C,20.0,35.0,OK,2024-06-04,v2.1.6
2025-02-02 08:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.4,°C,25.0,45.0,OK,2024-09-09,v2.1.4
2025-02-02 09:00:00,TEMP-NWK-C-HOT,Temperature,Row C Hot Aisle,NWK-R25,Newark,35.6,°C,25.0,45.0,OK,2024-07-18,v2.1.4
2025-02-02 09:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.8,°C,25.0,45.0,OK,2024-12-08,v2.2.1
2025-02-02 09:00:00,TEMP-NWK-F-HOT,Temperature,Row F Hot Aisle,NWK-R55,Newark,32.5,°C,25.0,45.0,OK,2024-06-18,v2.1.4
2025-02-02 09:00:00,TEMP-STM-A-HOT,Temperature,Row A Hot Aisle,STM-R05,Stamford,30.6,°C,25.0,45.0,OK,2024-09-15,v2.2.1
2025-02-02 09:00:00,CRAC-STM-4-SUP,CRAC Supply Temp,CRAC-S4 Supply,,Stamford,15.1,°C,10.0,18.0,OK,2024-08-05,v2.1.4
2025-02-02 10:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.4,°C,25.0,45.0,OK,2024-11-09,v2.2.0
2025-02-02 10:00:00,AIRFLOW-STM-A,Airflow,Row A Floor Tile,STM-R02,Stamford,867,CFM,200,2000,OK,2024-11-15,v2.2.1
2025-02-02 10:00:00,TEMP-STM-E-COLD,Temperature,Row E Cold Aisle,STM-R41,Stamford,20.4,°C,18.0,27.0,OK,2024-11-15,v2.2.1
2025-02-02 11:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,35.8,°C,25.0,45.0,OK,2024-10-12,v2.1.6
2025-02-02 11:00:00,PWR-STM-UPS1,UPS Load,UPS-S1,,Stamford,71.3,kW,0,200,OK,2024-08-19,v2.2.1
2025-02-02 11:00:00,HUMID-NWK-G,Humidity,Row G,NWK-R63,Newark,50.4,%RH,30.0,60.0,OK,2024-08-17,v2.2.0
2025-02-02 12:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.2,°C,25.0,45.0,OK,2024-10-22,v2.1.6
2025-02-02 14:00:00,AIRFLOW-NWK-D,Airflow,Row D Floor Tile,NWK-R32,Newark,1134,CFM,200,2000,OK,2024-06-09,v2.1.6
2025-02-02 14:00:00,HUMID-NWK-F,Humidity,Row F,NWK-R53,Newark,39.8,%RH,30.0,60.0,OK,2024-06-01,v2.2.0
2025-02-02 14:00:00,HUMID-STM-A,Humidity,Row A,STM-R03,Stamford,46.3,%RH,30.0,60.0,OK,2024-09-15,v2.2.0
2025-02-02 14:00:00,CRAC-NWK-2-RET,CRAC Return Temp,CRAC-N2 Return,,Newark,30.8,°C,20.0,35.0,OK,2024-08-12,v2.2.0
2025-02-02 14:00:00,CRAC-NWK-4-RET,CRAC Return Temp,CRAC-N4 Return,,Newark,30.5,°C,20.0,35.0,OK,2024-06-28,v2.2.0
2025-02-02 15:00:00,TEMP-STM-D-HOT,Temperature,Row D Hot Aisle,STM-R35,Stamford,29.0,°C,25.0,45.0,OK,2024-08-06,v2.1.6
2025-02-02 15:00:00,TEMP-NWK-G-HOT,Temperature,Row G Hot Aisle,NWK-R65,Newark,28.1,°C,25.0,45.0,OK,2024-08-24,v2.1.4
2025-02-02 16:00:00,CRAC-STM-3-RET,CRAC Return Temp,CRAC-S3 Return,,Stamford,28.3,°C,20.0,35.0,OK,2024-07-04,v2.2.0
2025-02-02 17:00:00,CRAC-NWK-1-RET,CRAC Return Temp,CRAC-N1 Return,,Newark,26.7,°C,20.0,35.0,OK,2024-11-28,v2.1.6
2025-02-02 17:00:00,AIRFLOW-NWK-A,Airflow,Row A Floor Tile,NWK-R02,Newark,1039,CFM,200,2000,OK,2024-10-12,v2.1.6
2025-02-02 18:00:00,AIRFLOW-NWK-F,Airflow,Row F Floor Tile,NWK-R52,Newark,757,CFM,200,2000,OK,2024-11-11,v2.1.4
2025-02-02 19:00:00,PWR-NWK-UPS4,UPS Load,UPS-N4,,Newark,87.3,kW,0,200,OK,2024-11-01,v2.2.0
2025-02-02 19:00:00,CRAC-NWK-3-SUP,CRAC Supply Temp,CRAC-N3 Supply,,Newark,13.8,°C,10.0,18.0,OK,2024-10-12,v2.1.6
2025-02-02 20:00:00,TEMP-NWK-D-HOT,Temperature,Row D Hot Aisle,NWK-R35,Newark,28.0,°C,25.0,45.0,OK,2024-06-03,v2.2.0
2025-02-02 20:00:00,CRAC-STM-2-SUP,CRAC Supply Temp,CRAC-S2 Supply,,Stamford,14.2,°C,10.0,18.0,OK,2024-07-17,v2.2.0
2025-02-02 20:00:00,TEMP-STM-A-HOT,Temperature,Row A Hot Aisle,STM-R05,Stamford,27.8,°C,25.0,45.0,OK,2024-09-04,v2.2.1
2025-02-02 20:00:00,PWR-NWK-UPS3,UPS Load,UPS-N3,,Newark,77.0,kW,0,200,OK,2024-08-14,v2.2.0
2025-02-02 21:00:00,CRAC-STM-3-SUP,CRAC Supply Temp,CRAC-S3 Supply,,Stamford,14.4,°C,10.0,18.0,OK,2024-12-22,v2.2.1
2025-02-02 21:00:00,CRAC-NWK-6-RET,CRAC Return Temp,CRAC-N6 Return,,Newark,28.4,°C,20.0,35.0,OK,2024-10-06,v2.1.6
2025-02-02 22:00:00,TEMP-NWK-E-HOT,Temperature,Row E Hot Aisle,NWK-R45,Newark,27.0,°C,25.0,45.0,OK,2024-08-17,v2.1.6
2025-02-02 22:00:00,CRAC-NWK-6-SUP,CRAC Supply Temp,CRAC-N6 Supply,,Newark,15.0,°C,10.0,18.0,OK,2024-12-17,v2.2.1
2025-02-02 23:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.0,°C,25.0,45.0,OK,2024-09-09,v2.2.0
2025-02-02 23:00:00,CRAC-NWK-5-RET,CRAC Return Temp,CRAC-N5 Return,,Newark,29.3,°C,20.0,35.0,OK,2024-10-02,v2.2.1
2025-02-03 00:00:00,CRAC-NWK-4-SUP,CRAC Supply Temp,CRAC-N4 Supply,,Newark,13.4,°C,10.0,18.0,OK,2024-10-01,v2.1.4
2025-02-03 00:00:00,TEMP-STM-E-COLD,Temperature,Row E Cold Aisle,STM-R41,Stamford,20.3,°C,18.0,27.0,OK,2024-10-21,v2.1.6
2025-02-03 00:00:00,CRAC-STM-4-SUP,CRAC Supply Temp,CRAC-S4 Supply,,Stamford,15.1,°C,10.0,18.0,OK,2024-06-23,v2.1.6
2025-02-03 01:00:00,TEMP-STM-D-HOT,Temperature,Row D Hot Aisle,STM-R35,Stamford,29.7,°C,25.0,45.0,OK,2024-12-21,v2.2.1
2025-02-03 02:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,35.4,°C,25.0,45.0,OK,2024-11-16,v2.2.1
2025-02-03 02:00:00,CRAC-NWK-4-SUP,CRAC Supply Temp,CRAC-N4 Supply,,Newark,13.9,°C,10.0,18.0,OK,2024-11-12,v2.2.1
2025-02-03 03:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.3,°C,25.0,45.0,OK,2024-07-06,v2.1.4
2025-02-03 03:00:00,CRAC-NWK-1-SUP,CRAC Supply Temp,CRAC-N1 Supply,,Newark,15.7,°C,10.0,18.0,OK,2024-08-08,v2.1.6
2025-02-03 03:00:00,TEMP-STM-C-HOT,Temperature,Row C Hot Aisle,STM-R25,Stamford,32.8,°C,25.0,45.0,OK,2024-09-18,v2.1.6
2025-02-03 04:00:00,TEMP-NWK-C-HOT,Temperature,Row C Hot Aisle,NWK-R25,Newark,35.8,°C,25.0,45.0,OK,2024-11-19,v2.2.0
2025-02-03 04:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.0,°C,25.0,45.0,OK,2024-09-11,v2.2.1
2025-02-03 04:00:00,LEAK-STM-04,Water Leak,Zone 4 Under-floor,,Stamford,0,boolean,0,1,OK,2024-12-11,v2.1.6
2025-02-03 04:00:00,TEMP-STM-B-COLD,Temperature,Row B Cold Aisle,STM-R11,Stamford,20.1,°C,18.0,27.0,OK,2024-09-13,v2.2.1
2025-02-03 04:00:00,TEMP-NWK-E-HOT,Temperature,Row E Hot Aisle,NWK-R45,Newark,30.2,°C,25.0,45.0,OK,2024-06-14,v2.1.6
2025-02-03 04:00:00,CRAC-NWK-4-SUP,CRAC Supply Temp,CRAC-N4 Supply,,Newark,14.3,°C,10.0,18.0,OK,2024-06-13,v2.2.0
2025-02-03 04:00:00,CRAC-STM-2-SUP,CRAC Supply Temp,CRAC-S2 Supply,,Stamford,15.5,°C,10.0,18.0,OK,2024-08-13,v2.2.0
2025-02-03 04:00:00,HUMID-NWK-B,Humidity,Row B,NWK-R13,Newark,48.8,%RH,30.0,60.0,OK,2024-10-09,v2.2.1
2025-02-03 04:00:00,LEAK-NWK-06,Water Leak,Zone 6 Under-floor,,Newark,0,boolean,0,1,OK,2024-10-15,v2.1.6
2025-02-03 05:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,37.1,°C,25.0,45.0,OK,2024-11-19,v2.1.6
2025-02-03 05:00:00,AIRFLOW-STM-E,Airflow,Row E Floor Tile,STM-R42,Stamford,817,CFM,200,2000,OK,2024-07-28,v2.1.4
2025-02-03 05:00:00,LEAK-STM-03,Water Leak,Zone 3 Under-floor,,Stamford,0,boolean,0,1,OK,2024-07-18,v2.2.0
2025-02-03 05:00:00,HUMID-NWK-E,Humidity,Row E,NWK-R43,Newark,51.0,%RH,30.0,60.0,OK,2024-08-27,v2.1.6
2025-02-03 06:00:00,TEMP-NWK-C-HOT,Temperature,Row C Hot Aisle,NWK-R25,Newark,35.7,°C,25.0,45.0,OK,2024-08-26,v2.1.4
2025-02-03 06:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.2,°C,25.0,45.0,OK,2024-06-13,v2.2.0
2025-02-03 06:00:00,CRAC-NWK-4-SUP,CRAC Supply Temp,CRAC-N4 Supply,,Newark,14.2,°C,10.0,18.0,OK,2024-12-04,v2.1.4
2025-02-03 06:00:00,TEMP-NWK-G-COLD,Temperature,Row G Cold Aisle,NWK-R61,Newark,20.0,°C,18.0,27.0,OK,2024-12-13,v2.2.1
2025-02-03 07:00:00,TEMP-NWK-C-HOT,Temperature,Row C Hot Aisle,NWK-R25,Newark,35.6,°C,25.0,45.0,OK,2024-11-18,v2.2.0
2025-02-03 07:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,37.9,°C,25.0,45.0,OK,2024-07-02,v2.1.4
2025-02-03 07:00:00,HUMID-NWK-D,Humidity,Row D,NWK-R33,Newark,49.4,%RH,30.0,60.0,OK,2024-12-02,v2.2.0
2025-02-03 07:00:00,HUMID-STM-D,Humidity,Row D,STM-R33,Stamford,50.3,%RH,30.0,60.0,OK,2024-09-28,v2.2.0
2025-02-03 07:00:00,LEAK-NWK-03,Water Leak,Zone 3 Under-floor,,Newark,0,boolean,0,1,OK,2024-11-09,v2.2.0
2025-02-03 08:00:00,TEMP-NWK-C-HOT,Temperature,Row C Hot Aisle,NWK-R25,Newark,35.9,°C,25.0,45.0,OK,2024-08-22,v2.1.4
2025-02-03 08:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,37.4,°C,25.0,45.0,OK,2024-08-16,v2.2.1
2025-02-03 08:00:00,LEAK-NWK-01,Water Leak,Zone 1 Under-floor,,Newark,0,boolean,0,1,OK,2024-09-26,v2.1.6
2025-02-03 09:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,37.5,°C,25.0,45.0,OK,2024-10-07,v2.2.1
2025-02-03 09:00:00,CRAC-NWK-6-RET,CRAC Return Temp,CRAC-N6 Return,,Newark,30.2,°C,20.0,35.0,OK,2024-07-11,v2.1.6
2025-02-03 09:00:00,CRAC-NWK-2-SUP,CRAC Supply Temp,CRAC-N2 Supply,,Newark,14.5,°C,10.0,18.0,OK,2024-08-19,v2.2.0
2025-02-03 09:00:00,CRAC-STM-4-SUP,CRAC Supply Temp,CRAC-S4 Supply,,Stamford,15.2,°C,10.0,18.0,OK,2024-07-07,v2.2.0
2025-02-03 09:00:00,TEMP-NWK-F-HOT,Temperature,Row F Hot Aisle,NWK-R55,Newark,33.5,°C,25.0,45.0,OK,2024-09-23,v2.1.4
2025-02-03 10:00:00,TEMP-STM-E-HOT,Temperature,Row E Hot Aisle,STM-R45,Stamford,36.3,°C,25.0,45.0,OK,2024-09-07,v2.2.0
